source,title,link,summary,created_at
TuoiTre,Lịch trực tiếp V-League vòng 24: CLB Hà Nội chạm trán Nam Định,https://tuoitre.vn/lich-truc-tiep-v-league-vong-24-clb-ha-noi-cham-tran-nam-dinh-20260519174420531.htm,"<a href=""https://tuoitre.vn/lich-truc-tiep-v-league-vong-24-clb-ha-noi-cham-tran-nam-dinh-20260519174420531.htm""><img src=""https://cdn2.tuoitre.vn/thumb_w/1200/471584752817336320/2026/5/21/clb-ha-noi-ngay-8-5-read-only-1778292028630717982752-86-0-1366-2048-crop-1779187344587288796812-63-406-888-1727-crop-1779406171300371106825.jpg"" /></a>Tâm điểm của vòng 24 V-League 2025-2026 là trận “đại chiến” giữa CLB Hà Nội với Thép Xanh Nam Định.",58:12.1
TuoiTre,"Chiến sự Mỹ - Iran: 'Giai đoạn cuối', nhưng giải pháp còn xa?",https://tuoitre.vn/chien-su-my-iran-giai-doan-cuoi-nhung-giai-phap-con-xa-20260521233725275.htm,"<a href=""https://tuoitre.vn/chien-su-my-iran-giai-doan-cuoi-nhung-giai-phap-con-xa-20260521233725275.htm""><img src=""https://cdn2.tuoitre.vn/thumb_w/1200/471584752817336320/2026/5/21/mojtaba-khamenei-donald-trump-strait-of-hormuz-map-read-only-17793810809762055822016-0-0-1286-2058-crop-1779381162065910763472.jpg"" /></a>Tổng thống Trump tuyên bố đàm phán với Iran đang ở ""giai đoạn cuối"", trong khi Tehran vẫn kiên quyết không từ bỏ tham vọng hạt nhân.",58:12.1
TuoiTre,"'Bác sĩ online', 'thần y mạng' tìm cách lách luật khi bị đề xuất phạt nặng",https://tuoitre.vn/bac-si-online-than-y-mang-tim-cach-lach-luat-khi-bi-de-xuat-phat-nang-20260521232458033.htm,"<a href=""https://tuoitre.vn/bac-si-online-than-y-mang-tim-cach-lach-luat-khi-bi-de-xuat-phat-nang-20260521232458033.htm""><img src=""https://cdn2.tuoitre.vn/thumb_w/1200/471584752817336320/2026/5/21/13753-17794058308531338937902.png"" /></a>Mạng xã hội khiến tin sai lệch lan nhanh hơn các khuyến cáo y học chính thống, Bộ Y tế đề xuất mức phạt tiền 10-30 triệu đồng với các hành vi làm ra thông tin sai trái trong lĩnh vực khám chữa bệnh.",58:12.1
TuoiTre,Lại Lý Huynh nhận tin vui ở giải cờ tướng 'siêu khốc liệt' của Trung Quốc,https://tuoitre.vn/lai-ly-huynh-nhan-tin-vui-o-giai-co-tuong-sieu-khoc-liet-cua-trung-quoc-20260521200440911.htm,"<a href=""https://tuoitre.vn/lai-ly-huynh-nhan-tin-vui-o-giai-co-tuong-sieu-khoc-liet-cua-trung-quoc-20260521200440911.htm""><img src=""https://cdn2.tuoitre.vn/thumb_w/1200/471584752817336320/2026/5/21/lai-ly-huynh-1-1762880367562850022644-24-0-471-715-crop-17793685976841844842780.jpg"" /></a>Là 1 trong 12 kỳ thủ được đặc cách vào thẳng vòng chung kết Kỳ Thành Bôi - giải cờ tướng quốc tế danh giá tại Trung Quốc, Lại Lý Huynh còn nhận thêm tin vui từ kết quả bốc thăm khá thuận lợi.",58:12.1
TuoiTre,Ronaldo bật khóc sau khi giúp Al Nassr đoạt chức vô địch Saudi Pro League,https://tuoitre.vn/ronaldo-bat-khoc-sau-khi-giup-al-nassr-doat-chuc-vo-dich-saudi-pro-league-20260522041756378.htm,"<a href=""https://tuoitre.vn/ronaldo-bat-khoc-sau-khi-giup-al-nassr-doat-chuc-vo-dich-saudi-pro-league-20260522041756378.htm""><img src=""https://cdn2.tuoitre.vn/thumb_w/1200/471584752817336320/2026/5/21/capture-1779398215435534613221-19-49-317-526-crop-17794065841811043000771.jpg"" /></a>Siêu sao 41 tuổi Cristiano Ronaldo đã rơi nước mắt vì cuối cùng anh cũng có được danh hiệu chính thức đầu tiên cùng Al Nassr, sau chiến thắng 4-1 trước Damac rạng sáng 22-5 ở vòng cuối cùng Saudi Pro League.",58:12.1
TuoiTre,Xác định cặp chung kết Giải bóng chuyền Cúp VTV9 - Bình Điền 2026,https://tuoitre.vn/xac-dinh-cap-chung-ket-giai-bong-chuyen-cup-vtv9-binh-dien-2026-20260521230036014.htm,"<a href=""https://tuoitre.vn/xac-dinh-cap-chung-ket-giai-bong-chuyen-cup-vtv9-binh-dien-2026-20260521230036014.htm""><img src=""https://cdn2.tuoitre.vn/thumb_w/1200/471584752817336320/2026/5/21/vtv-binh-dien-long-an-1779379086205792328679-25-0-1625-2560-crop-17794066396602127236217.jpg"" /></a>Trận bán kết thứ 2 diễn ra tối 21-5 đã giúp tìm ra đội bóng cuối cùng vào chung kết Giải bóng chuyền nữ quốc tế Cúp VTV9 - Bình Điền 2026.",58:12.1
TuoiTre,Israel trục xuất tất cả người thuộc đội tàu viện trợ Gaza,https://tuoitre.vn/israel-truc-xuat-tat-ca-nguoi-thuoc-doi-tau-vien-tro-gaza-20260521223548723.htm,"<a href=""https://tuoitre.vn/israel-truc-xuat-tat-ca-nguoi-thuoc-doi-tau-vien-tro-gaza-20260521223548723.htm""><img src=""https://cdn2.tuoitre.vn/thumb_w/1200/471584752817336320/2026/5/21/doi-tau-vien-tro-gaza-1779377668265998350697.jpg"" /></a>Bộ Ngoại giao Israel thông báo đã trục xuất tất cả thành viên đội tàu viện trợ Dải Gaza sau khi bắt giữ họ trên biển và vấp phải sự phản đối từ nhiều nước.",58:12.1
TuoiTre,VFF tin tưởng U17 Việt Nam sẽ thể hiện hình ảnh tích cực tại World Cup,https://tuoitre.vn/vff-tin-tuong-u17-viet-nam-se-the-hien-hinh-anh-tich-cuc-tai-world-cup-20260521222842827.htm,"<a href=""https://tuoitre.vn/vff-tin-tuong-u17-viet-nam-se-the-hien-hinh-anh-tich-cuc-tai-world-cup-20260521222842827.htm""><img src=""https://cdn2.tuoitre.vn/thumb_w/1200/471584752817336320/2026/5/21/z7823038549650381969232b1f92ec0b88a8dc7ac539de-1779377541817658388481-442-319-1209-1546-crop-17794062147131001542908.jpg"" /></a>Liên đoàn Bóng đá Việt Nam tin tưởng U17 Việt Nam với sự chuẩn bị tốt nhất sẽ thể hiện hình ảnh tích cực tại U17 World Cup 2026.",58:12.1
TuoiTre,Chuyên gia Phan Anh Tú: U17 Việt Nam có thể gây bất ngờ ở World Cup 2026,https://tuoitre.vn/chuyen-gia-phan-anh-tu-u17-viet-nam-co-the-gay-bat-ngo-o-world-cup-2026-20260521221946935.htm,"<a href=""https://tuoitre.vn/chuyen-gia-phan-anh-tu-u17-viet-nam-co-the-gay-bat-ngo-o-world-cup-2026-20260521221946935.htm""><img src=""https://cdn2.tuoitre.vn/thumb_w/1200/471584752817336320/2026/5/21/chatgptimagemay142026125851am-17786951569631324371905-151-0-1027-1402-crop-1779406248492563154352.png"" /></a>U17 Việt Nam nằm cùng bảng G với các đội bóng khác châu lục như U17 Mali, U17 New Zealand và U17 Bỉ ở vòng chung kết U17 World Cup 2026 tại Qatar diễn ra từ tháng 11.",58:12.1
TuoiTre,"Bún chả, cơm tấm sườn vào top những món thịt heo ngon nhất châu Á",https://tuoitre.vn/bun-cha-com-tam-suon-vao-top-nhung-mon-thit-heo-ngon-nhat-chau-a-20260521213709981.htm,"<a href=""https://tuoitre.vn/bun-cha-com-tam-suon-vao-top-nhung-mon-thit-heo-ngon-nhat-chau-a-20260521213709981.htm""><img src=""https://cdn2.tuoitre.vn/thumb_w/1200/471584752817336320/2026/5/21/db5535dec9c0449e1dd1-17605772536081693565981-49-0-689-1024-crop-17793747049701590164424.jpg"" /></a>Bún chả, thịt kho tàu, nem lụi, cơm tấm sườn... vừa được Taste Atlas gọi tên trong top 76 món thịt heo ngon nhất châu Á.",58:12.1
TuoiTre,Bé gái 3 tuổi ở quán bia Hà Nội mang nhiều vết sẹo: Không phải bị bạo hành,https://tuoitre.vn/be-gai-3-tuoi-o-quan-bia-ha-noi-mang-nhieu-vet-seo-khong-phai-bi-bao-hanh-20260521220812983.htm,"<a href=""https://tuoitre.vn/be-gai-3-tuoi-o-quan-bia-ha-noi-mang-nhieu-vet-seo-khong-phai-bi-bao-hanh-20260521220812983.htm""><img src=""https://cdn2.tuoitre.vn/thumb_w/1200/471584752817336320/2025/5/22/thumbtin-thoi-sutto-1747880278034869511500-1747890958461553935182.png"" /></a>Công an phường Đống Đa xác định bé gái xuất hiện nhiều vết sẹo trên cơ thể tại quán bia phố Tây Sơn không bị bạo hành, mà là biểu hiện của bệnh viêm da cơ địa.",58:12.1
TuoiTre,TP.HCM rà soát 349 tuyến kênh rạch để di dời thêm 20.000 căn nhà,https://tuoitre.vn/tp-hcm-ra-soat-349-tuyen-kenh-rach-de-di-doi-them-20-000-can-nha-20260521210948016.htm,"<a href=""https://tuoitre.vn/tp-hcm-ra-soat-349-tuyen-kenh-rach-de-di-doi-them-20-000-can-nha-20260521210948016.htm""><img src=""https://cdn2.tuoitre.vn/thumb_w/1200/471584752817336320/2026/5/21/dji202512061253340544d-1779371790572405193519-157-0-1757-2560-crop-17793724299961183878919.jpg"" /></a>Sở Xây dựng TP.HCM đề nghị các phường, xã rà soát 349 tuyến kênh rạch để đề xuất dự án di dời thêm 20.000 căn nhà trên và ven sông, kênh rạch, nâng từ 20.000 lên 40.000 căn gắn với chỉnh trang đô thị và môi trường.",58:12.1
TuoiTre,Giá trị tình làng nghĩa xóm thời nay có thực sự mất đi?,https://tuoitre.vn/gia-tri-tinh-lang-nghia-xom-thoi-nay-co-thuc-su-mat-di-20260521185517935.htm,"<a href=""https://tuoitre.vn/gia-tri-tinh-lang-nghia-xom-thoi-nay-co-thuc-su-mat-di-20260521185517935.htm""><img src=""https://cdn2.tuoitre.vn/thumb_w/1200/471584752817336320/2026/5/21/img0076-17793642597881797149251-63-0-1663-2560-crop-1779364309954854408743-521-690-903-1302-crop-17793775515601129491441-10-47-343-580-crop-1779377567362320168940.jpg"" /></a>TS Vũ Thị Phương cho rằng trong thời đại mới, giá trị tình làng nghĩa xóm không mất đi mà chỉ chuyển dịch sang một hình thức mới. Tình xóm giềng vẫn sống động khi người dân khu phố vẫn chào hỏi, thân tình mỗi dịp gặp gỡ.",58:12.1
TuoiTre,Biển người vây kín công viên biển Đà Nẵng thưởng thức ẩm thực Food Tour,https://tuoitre.vn/bien-nguoi-vay-kin-cong-vien-bien-da-nang-thuong-thuc-am-thuc-food-tour-20260521211941956.htm,"<a href=""https://tuoitre.vn/bien-nguoi-vay-kin-cong-vien-bien-da-nang-thuong-thuc-am-thuc-food-tour-20260521211941956.htm""><img src=""https://cdn2.tuoitre.vn/thumb_w/1200/471584752817336320/2026/5/21/z7851135475043fabd1d5df121799c342d5b2d9e30dfa1-17793727624271534858585-0-0-753-1205-crop-1779373036247607192160.jpg"" /></a>Tối 21-5 tại công viên Biển Đông (phường An Hải, TP Đà Nẵng), lễ hội Đà Nẵng Food Tour 2026 mở màn cho chuỗi hoạt động du lịch - ẩm thực quy mô lớn kéo dài đến ngày 24-5. Hàng chục ngàn người đã vây kín không gian biển để thưởng thức ẩm thực.",58:12.1
TuoiTre,"Doanh nghiệp nợ thuế 'tốp đầu' bị thu hồi đất trụ sở tại đường Thống Nhất, Nha Trang",https://tuoitre.vn/doanh-nghiep-no-thue-top-dau-bi-thu-hoi-dat-tru-so-tai-duong-thong-nhat-nha-trang-20260521193655889.htm,"<a href=""https://tuoitre.vn/doanh-nghiep-no-thue-top-dau-bi-thu-hoi-dat-tru-so-tai-duong-thong-nhat-nha-trang-20260521193655889.htm""><img src=""https://cdn2.tuoitre.vn/thumb_w/1200/471584752817336320/2026/5/21/13749-1779377806085120986459-49-19-800-1221-crop-17793778301881901213522.png"" /></a>Công ty cổ phần Khoáng sản và Đầu tư Khánh Hòa (Minexco) là doanh nghiệp trong ‘top’ nợ thuế hàng đầu Khánh Hòa vừa bị UBND tỉnh này quyết định thu hồi đất đang làm trụ sở công ty tại đường Thống Nhất, Nha Trang.",58:12.1
TuoiTre,"Khởi tố 23 bị can liên quan các trang web bóng đá lậu như CakhiaTV, RakhoiTV, CaheoTV...",https://tuoitre.vn/khoi-to-23-bi-can-lien-quan-cac-trang-web-bong-da-lau-nhu-cakhiatv-rakhoi-tv-caheotv-20260521205130398.htm,"<a href=""https://tuoitre.vn/khoi-to-23-bi-can-lien-quan-cac-trang-web-bong-da-lau-nhu-cakhiatv-rakhoi-tv-caheotv-20260521205130398.htm""><img src=""https://cdn2.tuoitre.vn/thumb_w/1200/471584752817336320/2026/5/21/13741-1779376815189219093582.png"" /></a>Các bị can khai nhận hành vi xâm phạm bản quyền tập trung chủ yếu vào các giải bóng đá có đội tuyển Việt Nam và các giải bóng đá hàng đầu thế giới. Trong quá trình lên kế hoạch chuẩn bị xâm phạm bản quyền World Cup 2026 thì nhóm này bị bắt giữ.",58:12.1
TuoiTre,Trung Quốc khởi công tổ hợp hàng không lớn nhất thế giới tại Dubai,https://tuoitre.vn/trung-quoc-khoi-cong-to-hop-hang-khong-lon-nhat-the-gioi-tai-dubai-20260521204455312.htm,"<a href=""https://tuoitre.vn/trung-quoc-khoi-cong-to-hop-hang-khong-lon-nhat-the-gioi-tai-dubai-20260521204455312.htm""><img src=""https://cdn2.tuoitre.vn/thumb_w/1200/471584752817336320/2026/5/21/cca8f3db-438e-459b-8dba-ecbac4a70bb4ccdfe423jpg11zon-17793703699401248455585-218-73-787-983-crop-1779376037733880814639.jpg"" /></a>Trung Quốc xây dựng tổ hợp hàng không quy mô lớn tại UAE, cho thấy niềm tin đầu tư vẫn được duy trì bất chấp xung đột.",58:12.1
TuoiTre,Ngân hàng hỗ trợ nạn nhân bị lừa 18 triệu đồng sau sự cố kẹt thẻ ATM,https://tuoitre.vn/ngan-hang-ho-tro-nan-nhan-bi-lua-18-trieu-dong-sau-su-co-ket-the-atm-20260521201010477.htm,"<a href=""https://tuoitre.vn/ngan-hang-ho-tro-nan-nhan-bi-lua-18-trieu-dong-sau-su-co-ket-the-atm-20260521201010477.htm""><img src=""https://cdn2.tuoitre.vn/thumb_w/1200/471584752817336320/2026/5/21/2026517-lua-dao-dien-thoai-17789911132832022088602-0-21-411-679-crop-17793688877231966149981.jpeg"" /></a>Ông P.V.H., nạn nhân bị lừa mất 18 triệu đồng trong tài khoản sau khi nhận cuộc gọi của ""nhân viên ngân hàng"" hỗ trợ vụ kẹt thẻ ATM. Phía ngân hàng đã hỗ trợ lại ông khoản tiền bị lừa mất.",58:12.1
TuoiTre,Bộ Y tế yêu cầu điều tra vụ ngộ độc thực phẩm ở Đồng Tháp,https://tuoitre.vn/bo-y-te-yeu-cau-dieu-tra-vu-ngo-doc-thuc-pham-o-dong-thap-20260521203022085.htm,"<a href=""https://tuoitre.vn/bo-y-te-yeu-cau-dieu-tra-vu-ngo-doc-thuc-pham-o-dong-thap-20260521203022085.htm""><img src=""https://cdn2.tuoitre.vn/thumb_w/1200/471584752817336320/2026/5/21/2hgb6en7zyur1fabhyk7hqtprd3lhgt0zcro-17793694988421410719081-98-0-811-1140-crop-17793760876951765352960-3-0-660-1051-crop-1779376118572840147852.jpg"" /></a>Chiều 21-5, Cục An toàn thực phẩm, Bộ Y tế đã có công văn yêu cầu điều tra, xử lý vụ ngộ độc thực phẩm trên địa bàn tỉnh Đồng Tháp.",58:12.1
TuoiTre,Samsung Electronics sẽ thưởng hàng trăm ngàn USD cho mỗi nhân viên mảng chip,https://tuoitre.vn/samsung-electronics-se-thuong-hang-tram-ngan-usd-cho-moi-nhan-vien-mang-chip-20260521204800874.htm,"<a href=""https://tuoitre.vn/samsung-electronics-se-thuong-hang-tram-ngan-usd-cho-moi-nhan-vien-mang-chip-20260521204800874.htm""><img src=""https://cdn2.tuoitre.vn/thumb_w/1200/471584752817336320/2026/5/21/samsung-dinh-cong-17793709180901067406789-0-0-1600-2560-crop-17793712339631578892054.jpg"" /></a>Trung bình mỗi nhân viên sẽ được khoản thưởng tương đương 509 triệu won (khoảng 338.000 USD), theo thỏa thuận sơ bộ giữa Samsung Electronics và các công đoàn.",58:12.1
TuoiTre,"Huế muốn tiếp tục sắp xếp, giảm 259 đơn vị sự nghiệp công",https://tuoitre.vn/hue-muon-tiep-tuc-sap-xep-giam-259-don-vi-su-nghiep-cong-20260521202307.htm,"<a href=""https://tuoitre.vn/hue-muon-tiep-tuc-sap-xep-giam-259-don-vi-su-nghiep-cong-20260521202307.htm""><img src=""https://cdn2.tuoitre.vn/thumb_w/1200/471584752817336320/2026/5/21/don-vi-su-nghiep-cong-17793695055281262747258-67-0-1667-2560-crop-1779369592267773715978.jpg"" /></a>TP Huế muốn sắp xếp, giảm từ 719 đơn vị sự nghiệp công lập còn 460 đơn vị sự nghiệp công.",58:12.1
TuoiTre,Họp khẩn phòng chống bệnh Ebola: Nguy cơ xâm nhập thấp nhưng phải cảnh giác cao,https://tuoitre.vn/hop-khan-phong-chong-benh-ebola-nguy-co-xam-nhap-thap-nhung-phai-canh-giac-cao-20260521202811902.htm,"<a href=""https://tuoitre.vn/hop-khan-phong-chong-benh-ebola-nguy-co-xam-nhap-thap-nhung-phai-canh-giac-cao-20260521202811902.htm""><img src=""https://cdn2.tuoitre.vn/thumb_w/1200/471584752817336320/2026/5/21/ebola-2-1779369701468472247948-0-0-800-1280-crop-17793697044801316154074.jpg"" /></a>Tại cuộc họp khẩn về công tác giám sát, phòng chống dịch bệnh Ebola chiều 21-5 ở TP.HCM, lãnh đạo các viện vệ sinh dịch tễ và Viện Pasteur nhấn mạnh dù nước ta chưa ghi nhận trường hợp mắc bệnh Ebola, song nguy cơ dịch bệnh xâm nhập luôn hiện hữu.",58:12.1
TuoiTre,Phường Bình Hưng Hòa: Công ty sẽ xử nghiêm nhân viên dọn rác xả rác xuống kênh 'vì mệt mỏi',https://tuoitre.vn/phuong-binh-hung-hoa-cong-ty-se-xu-nghiem-nhan-vien-don-rac-xa-rac-xuong-kenh-vi-met-moi-20260521200529068.htm,"<a href=""https://tuoitre.vn/phuong-binh-hung-hoa-cong-ty-se-xu-nghiem-nhan-vien-don-rac-xa-rac-xuong-kenh-vi-met-moi-20260521200529068.htm""><img src=""https://cdn2.tuoitre.vn/thumb_w/1200/471584752817336320/2026/5/21/13746-17793773994841968534208-73-0-770-1115-crop-17793774349041458221728.png"" /></a>Tối 21-5, UBND phường Bình Hưng Hòa (TP.HCM) đã thông tin về trường hợp nhân viên dọn rác... xả rác xuống kênh mà báo Tuổi Trẻ phản ánh.",58:12.1
TuoiTre,CLB Thể Công - Viettel chọn sân Thiên Trường làm sân nhà dự phòng,https://tuoitre.vn/clb-the-cong-viettel-chon-san-thien-truong-lam-san-nha-du-phong-20260521201329175.htm,"<a href=""https://tuoitre.vn/clb-the-cong-viettel-chon-san-thien-truong-lam-san-nha-du-phong-20260521201329175.htm""><img src=""https://cdn2.tuoitre.vn/thumb_w/1200/471584752817336320/2026/5/21/the-cong-an-mung-tran-thang-nam-dinh-17793691967191522988294-63-0-1663-2560-crop-17793694195971466994781.jpg"" /></a>CLB Thể Công - Viettel đã chọn sân Thiên Trường (Ninh Bình) làm sân nhà dự phòng cho trận tiếp Công An Hà Nội ở lượt cuối V-League 2025-2026.",58:12.1
TuoiTre,"Chưa xác định được 'nguồn' của clip quay 'bữa ăn trung tâm quốc phòng có gián, dòi'",https://tuoitre.vn/chua-xac-dinh-duoc-nguon-cua-clip-quay-bua-an-trung-tam-quoc-phong-co-gian-doi-20260521182530047.htm,"<a href=""https://tuoitre.vn/chua-xac-dinh-duoc-nguon-cua-clip-quay-bua-an-trung-tam-quoc-phong-co-gian-doi-20260521182530047.htm""><img src=""https://cdn2.tuoitre.vn/thumb_w/1200/471584752817336320/2026/5/21/thach-sung-17793622893712124995385-608-0-1126-828-crop-17793623808801016450263.jpg"" /></a>Đại diện Sở Y tế TP Huế cho biết quá trình làm rõ thông tin liên quan đến bữa ăn tại Trung tâm Giáo dục quốc phòng và an ninh (Đại học Huế) có gián, dòi gặp nhiều khó khăn khi không thể gặp trực tiếp sinh viên phản ánh.",58:12.1
TuoiTre,"Đang chạy xe trên bờ kênh thì 'công an giả' kiểm tra giấy tờ, tống tiền",https://tuoitre.vn/dang-chay-xe-tren-bo-kenh-thi-cong-an-gia-kiem-tra-giay-to-tong-tien-20260521191844558.htm,"<a href=""https://tuoitre.vn/dang-chay-xe-tren-bo-kenh-thi-cong-an-gia-kiem-tra-giay-to-tong-tien-20260521191844558.htm""><img src=""https://cdn2.tuoitre.vn/thumb_w/1200/471584752817336320/2025/5/22/thumbtin-thoi-sutto-1747880278034869511500-1747890958461553935182.png"" /></a>Công an xã Mỹ Quí, tỉnh Đồng Tháp đang xác minh, xử lý hai người đàn ông giả danh công an để cưỡng đoạt tài sản của người dân.",58:12.1
TuoiTre,Nguyễn Minh Nhật Quang tỏa sáng ở giải cờ tướng danh giá của Trung Quốc,https://tuoitre.vn/nguyen-minh-nhat-quang-toa-sang-o-giai-co-tuong-danh-gia-cua-trung-quoc-20260521192859558.htm,"<a href=""https://tuoitre.vn/nguyen-minh-nhat-quang-toa-sang-o-giai-co-tuong-danh-gia-cua-trung-quoc-20260521192859558.htm""><img src=""https://cdn2.tuoitre.vn/thumb_w/1200/471584752817336320/2026/5/21/nguyen-minh-nhat-quang-2-1779366342666637325071.jpg"" /></a>Giải cờ tướng quốc tế Kỳ Thành Bôi (cúp Trung Quốc - ASEAN) đã diễn ra giai đoạn vòng loại trong ngày 21-5. Kỳ thủ Việt Nam Nguyễn Minh Nhật Quang thi đấu xuất sắc để giành tấm vé vào vòng chung kết.",58:12.1
TuoiTre,"Xây cổng hoành tráng lấn đường: Xã buộc tháo dỡ, chủ công trình muốn 'tỉnh cho tạm giữ'",https://tuoitre.vn/xay-cong-hoanh-trang-lan-duong-xa-buoc-thao-do-chu-cong-trinh-muon-tinh-cho-tam-giu-20260521192134115.htm,"<a href=""https://tuoitre.vn/xay-cong-hoanh-trang-lan-duong-xa-buoc-thao-do-chu-cong-trinh-muon-tinh-cho-tam-giu-20260521192134115.htm""><img src=""https://cdn2.tuoitre.vn/thumb_w/1200/471584752817336320/2026/5/21/20260520-vi-pham-xay-dung-ql-25-11-1779365605415101984926-278-0-1876-2556-crop-17793657425831646057388.jpg"" /></a>Sáng ngày 21-5, bà H.T.P. được UBND xã Ia Hrú (Gia Lai) mời làm việc yêu cầu phá dỡ tường rào, cổng ra vào xây dựng trên đất hành lang an toàn đường bộ quốc lộ 25. Bà P. xin được tạm giữ cho công trình tồn tại.",58:12.1
TuoiTre,Đi xem pháo hoa Đà Nẵng 2026: Những tuyến đường bị cấm xe,https://tuoitre.vn/di-xem-phao-hoa-da-nang-2026-nhung-tuyen-duong-bi-cam-xe-20260521180757294.htm,"<a href=""https://tuoitre.vn/di-xem-phao-hoa-da-nang-2026-nhung-tuyen-duong-bi-cam-xe-20260521180757294.htm""><img src=""https://cdn2.tuoitre.vn/thumb_w/1200/471584752817336320/2026/5/21/13736-1779372374057808892539-0-134-768-1363-crop-17793723953401408064745.png"" /></a>Ngày 21-5, Sở Xây dựng Đà Nẵng đã thông báo phương án phân luồng giao thông phục vụ Lễ hội pháo hoa quốc tế Đà Nẵng 2026.",58:12.1
ThanhNien,U.17 Việt Nam không rơi vào bảng tử thần,https://thanhnien.vn/u17-viet-nam-khong-roi-vao-bang-tu-than-185260521220816563.htm,"<a href=""https://thanhnien.vn/u17-viet-nam-khong-roi-vao-bang-tu-than-185260521220816563.htm""><img src=""https://images2.thanhnien.vn/zoom/600_315/528068263637045248/2026/5/21/u17-vn-17793760602732072128159-40-0-680-1024-crop-1779376093997240344149.jpg"" /></a> Tại VCK U.17 World Cup 2026, U.17 Việt Nam (VN) sẽ chạm trán các đối thủ là U.17 Mali, U.17 Bỉ và U.17 New Zealand.",58:12.5
ThanhNien,Giá xăng dầu hôm nay 22.5.2025: Thế giới quay đầu giảm,https://thanhnien.vn/gia-xang-dau-hom-nay-2252025-the-gioi-quay-dau-giam-185260522075513792.htm,"<a href=""https://thanhnien.vn/gia-xang-dau-hom-nay-2252025-the-gioi-quay-dau-giam-185260522075513792.htm""><img src=""https://images2.thanhnien.vn/zoom/600_315/528068263637045248/2026/5/22/xang-dau-ngay-284-nhat-thinh-17677490106581286155578-72-0-1672-2560-crop-1779411650463957035112.jpg"" /></a> Giá dầu thế giới giảm khoảng 2% nhờ triển vọng giải quyết xung đột giữa Mỹ và Iran có tiến triển.",58:12.5
ThanhNien,Ca sĩ Hồng Nhung ra sao sau biến cố mắc ung thư?,https://thanhnien.vn/ca-si-hong-nhung-ra-sao-sau-bien-co-mac-ung-thu-185260522082952106.htm,"<a href=""https://thanhnien.vn/ca-si-hong-nhung-ra-sao-sau-bien-co-mac-ung-thu-185260522082952106.htm""><img src=""https://images2.thanhnien.vn/zoom/600_315/528068263637045248/2026/5/22/hong-nhung-5-17794125731891719048928-0-0-400-640-crop-1779413347665643279937.jpg"" /></a> Ca sĩ Hồng Nhung học cách lắng nghe cơ thể sau biến cố sức khỏe. Nữ nghệ sĩ tâm sự bản thân học cách mạnh mẽ hơn trước những biến cố trong cuộc sống.",58:12.5
ThanhNien,"Sau 25 năm kết hôn, cuộc sống Viên Vịnh Nghi và Trương Trí Lâm giờ ra sao?",https://thanhnien.vn/sau-25-nam-ket-hon-cuoc-song-vien-vinh-nghi-va-truong-tri-lam-gio-ra-sao-185260521170309416.htm,"<a href=""https://thanhnien.vn/sau-25-nam-ket-hon-cuoc-song-vien-vinh-nghi-va-truong-tri-lam-gio-ra-sao-185260521170309416.htm""><img src=""https://images2.thanhnien.vn/zoom/600_315/528068263637045248/2026/5/21/anh-3-17793576254911413497525-0-0-574-918-crop-17793577254301431839509.jpg"" /></a> Ở tuổi 54, nữ diễn viên Viên Vịnh Nghi không còn xuất hiện dày đặc trên màn ảnh như trước nhưng vẫn giữ được thần thái sang trọng cùng sức hút của một Hoa hậu Hồng Kông nổi tiếng năm nào.",58:12.5
ThanhNien,"Rủ nhau đi câu cá, 2 nam sinh lớp 10 đuối nước tử vong",https://thanhnien.vn/ru-nhau-di-cau-ca-2-nam-sinh-lop-10-duoi-nuoc-tu-vong-185260522082245586.htm,"<a href=""https://thanhnien.vn/ru-nhau-di-cau-ca-2-nam-sinh-lop-10-duoi-nuoc-tu-vong-185260522082245586.htm""><img src=""https://images2.thanhnien.vn/zoom/600_315/528068263637045248/2026/5/22/duoinuoc-17794126412311427212713-0-49-720-1201-crop-1779412760399430750587.jpg"" /></a> Các lực lượng chức năng và người thân đã tìm thấy thi thể 2 nam sinh lớp 10 ở Hà Tĩnh bị đuối nước khi đi câu cá.",58:12.5
ThanhNien,"CSGT hóa trang ghi hình, hàng loạt tài xế bị phạt nguội trên cao tốc",https://thanhnien.vn/csgt-hoa-trang-ghi-hinh-hang-loat-tai-xe-bi-phat-nguoi-tren-cao-toc-185260522082322614.htm,"<a href=""https://thanhnien.vn/csgt-hoa-trang-ghi-hinh-hang-loat-tai-xe-bi-phat-nguoi-tren-cao-toc-185260522082322614.htm""><img src=""https://thanhnien.mediacdn.vn/zoom/600_315/325084952045817856/2026/5/22/base64-17794118505141871505473.jpeg"" /></a> Chỉ một cú chuyển làn không bật xi nhan trên cao tốc, nhiều tài xế đã bị camera nghiệp vụ của CSGT ghi hình để xử phạt nguội. Đây là lỗi nhỏ nhưng tiềm ẩn nguy cơ tai nạn rất lớn khi các phương tiện di chuyển tốc độ cao.",58:12.5
